Outlet,Date,Time,NetSales,Tax,TotalAmount,ReceiptNumber,Items,TotalItem,PaymentMethod,UseLoyaltyCard
SHOP001,2025-08-01,22:49:14,27027.027,2972.973,30000,SHOP001AUG2500095,Apple Pie Latte (Gedhe),1,BCA,0
SHOP003,2025-08-01,22:51:08,10810.811,1189.189,12000,SHOP003AUG2500082,Burnt Sugar,1,BCA,0
SHOP003,2025-08-01,22:57:48,27027.027,2972.973,30000,SHOP003AUG2500083,Biru (Gedhe),1,BCA,0
SHOP001,2025-08-02,07:05:09,25225.225,2774.775,28000,SHOP001AUG2500096,Croffle,1,GoFood,0
SHOP001,2025-08-02,07:08:29,19819.82,2180.18,22000,SHOP001AUG2500097,Cappuccino (Ice Arabica),1,Cash,0
SHOP002,2025-08-02,07:09:49,20720.721,2279.279,23000,SHOP002AUG2500039,Vanilla Latte,1,BCA,0
SHOP002,2025-08-02,07:28:56,0.0,0.0,0,SHOP002AUG2500040,Pisang Coklat,1,Cash,1
SHOP002,2025-08-02,07:29:59,45045.045,4954.955,50000,SHOP002AUG2500041,"Butterscotch Latte (Gedhe), Americano (Ice Arabica)",2,BCA,0
SHOP001,2025-08-02,07:32:51,21621.622,2378.378,24000,SHOP001AUG2500098,Apple Pie Latte,1,BCA,0
SHOP001,2025-08-02,07:35:56,32432.432,3567.568,36000,SHOP001AUG2500099,"Espresso Houseblend (Basic Espresso), Biru",2,BCA,0
SHOP001,2025-08-02,07:38:39,21621.622,2378.378,24000,SHOP001AUG2500100,Forbidden Berry,1,BCA,0
SHOP002,2025-08-02,07:47:27,27027.027,2972.973,30000,SHOP002AUG2500042,Green Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-08-02,07:48:38,9009.009,990.991,10000,SHOP001AUG2500101,Donat Polos,1,BCA,0
SHOP001,2025-08-02,08:13:52,45945.946,5054.054,51000,SHOP001AUG2500102,"Candy Latte, Croffle",2,BCA,0
SHOP002,2025-08-02,08:20:44,10810.811,1189.189,12000,SHOP002AUG2500043,Burnt Sugar,1,BCA,0
SHOP001,2025-08-02,08:23:15,19819.82,2180.18,22000,SHOP001AUG2500103,Cappuccino (Ice Arabica),1,Cash,0
SHOP001,2025-08-02,08:27:39,36936.937,4063.063,41000,SHOP001AUG2500104,"Americano (Ice Arabica), Lemon Tea (Ice)",2,BCA,0
SHOP001,2025-08-02,08:43:27,3603.604,396.396,4000,SHOP001AUG2500105,Upgrade Beans (Arabica),1,BCA,0
SHOP001,2025-08-02,09:01:54,10810.811,1189.189,12000,SHOP001AUG2500106,Espresso Houseblend (Basic Espresso),1,BCA,0
SHOP001,2025-08-02,09:05:58,45045.045,4954.955,50000,SHOP001AUG2500107,"Apple Pie Latte (Gedhe), Americano (Ice Arabica)",2,BCA,0
SHOP001,2025-08-02,09:07:49,27027.027,2972.973,30000,SHOP001AUG2500108,Biru (Gedhe),1,BCA,0
SHOP003,2025-08-02,09:27:17,10810.811,1189.189,12000,SHOP003AUG2500084,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP003,2025-08-02,09:28:23,20720.721,2279.279,23000,SHOP003AUG2500085,Moody,1,BCA,0
SHOP001,2025-08-02,09:28:44,21621.622,2378.378,24000,SHOP001AUG2500109,Not Tiramisu Latte,1,BCA,0
SHOP003,2025-08-02,09:31:49,45945.946,5054.054,51000,SHOP003AUG2500086,"Happy Moca (Ice), Green Thai Tea",2,BCA,0
SHOP003,2025-08-02,09:32:29,20720.721,2279.279,23000,SHOP003AUG2500087,Moody,1,BCA,0
SHOP002,2025-08-02,09:52:03,0.0,0.0,0,SHOP002AUG2500044,Butterscotch Latte (Gedhe),1,Cash,1
SHOP001,2025-08-02,09:53:44,9009.009,990.991,10000,SHOP001AUG2500110,Donat Polos,1,BCA,0
SHOP001,2025-08-02,09:59:44,18018.018,1981.982,20000,SHOP001AUG2500111,Americano (Hot Arabica),1,Cash,0
SHOP001,2025-08-02,10:03:33,27027.027,2972.973,30000,SHOP001AUG2500112,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,10:04:17,21621.622,2378.378,24000,SHOP001AUG2500113,Matcha Latte (Hot),1,BCA,0
SHOP003,2025-08-02,10:21:38,28828.829,3171.171,32000,SHOP003AUG2500088,"Banana Bread (Original), Americano (Ice Houesblend)",2,BCA,0
SHOP001,2025-08-02,10:27:59,22522.523,2477.477,25000,SHOP001AUG2500114,Chocolate (Hot),1,BCA,0
SHOP001,2025-08-02,10:33:37,22522.523,2477.477,25000,SHOP001AUG2500115,Waffle,1,BCA,0
SHOP001,2025-08-02,10:35:53,20720.721,2279.279,23000,SHOP001AUG2500116,Black Rice (Hot),1,BCA,0
SHOP001,2025-08-02,10:37:14,18918.919,2081.081,21000,SHOP001AUG2500117,Shakencano,1,BCA,0
SHOP003,2025-08-02,10:41:11,19819.82,2180.18,22000,SHOP003AUG2500089,Cappuccino (Hot Arabica),1,BCA,0
SHOP003,2025-08-02,10:41:53,27027.027,2972.973,30000,SHOP003AUG2500090,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,10:51:54,21621.622,2378.378,24000,SHOP001AUG2500118,"Burnt Sugar, Espresso Arabica (Basic Espresso)",2,Cash,0
SHOP001,2025-08-02,10:59:19,10810.811,1189.189,12000,SHOP001AUG2500119,Banana Bread (Original),1,BCA,0
SHOP001,2025-08-02,11:01:33,18918.919,2081.081,21000,SHOP001AUG2500120,Green Apple,1,BCA,0
SHOP001,2025-08-02,11:02:38,20720.721,2279.279,23000,SHOP001AUG2500121,Butterscotch,1,BCA,0
SHOP003,2025-08-02,11:03:55,45045.045,4954.955,50000,SHOP003AUG2500091,"Apple Pie Latte (Gedhe), Chamomile",2,BCA,0
SHOP002,2025-08-02,11:19:50,18018.018,1981.982,20000,SHOP002AUG2500045,BLACK,1,BCA,0
SHOP003,2025-08-02,11:31:50,27027.027,2972.973,30000,SHOP003AUG2500092,WHITE (Arabica),1,BCA,0
SHOP002,2025-08-02,11:39:05,45045.045,4954.955,50000,SHOP002AUG2500046,"Matcha Latte (Gedhe), Americano (Ice Arabica)",2,BCA,0
SHOP001,2025-08-02,11:41:14,18018.018,1981.982,20000,SHOP001AUG2500122,Americano (Ice Arabica),1,BCA,0
SHOP001,2025-08-02,11:43:17,21621.622,2378.378,24000,SHOP001AUG2500123,Creamy Klepon,1,BCA,0
SHOP002,2025-08-02,11:44:54,22522.523,2477.477,25000,SHOP002AUG2500047,Chocolate (Ice),1,BCA,0
SHOP002,2025-08-02,11:46:55,37837.838,4162.162,42000,SHOP002AUG2500048,"Banana Bread (Original), Happy Moca (Hot)",2,BCA,0
SHOP002,2025-08-02,11:47:10,20720.721,2279.279,23000,SHOP002AUG2500049,Basic Latte (Hot Houseblend),1,BCA,0
SHOP001,2025-08-02,11:49:56,10810.811,1189.189,12000,SHOP001AUG2500124,Nutella Meses,1,BCA,0
SHOP002,2025-08-02,11:54:09,20720.721,2279.279,23000,SHOP002AUG2500050,Basic Latte (Hot Houseblend),1,BCA,0
SHOP003,2025-08-02,12:00:58,21621.622,2378.378,24000,SHOP003AUG2500093,Berry Cake,1,BCA,0
SHOP001,2025-08-02,12:14:27,20720.721,2279.279,23000,SHOP001AUG2500125,Vanilla Latte,1,BCA,0
SHOP003,2025-08-02,12:19:56,22522.523,2477.477,25000,SHOP003AUG2500094,Matchapresso,1,BCA,0
SHOP001,2025-08-02,12:25:45,20720.721,2279.279,23000,SHOP001AUG2500126,Black Rice (Hot),1,BCA,0
SHOP003,2025-08-02,12:27:21,47747.748,5252.252,53000,SHOP003AUG2500095,"Black Rice (Ice), Apple Pie Latte (Gedhe)",2,BCA,0
SHOP002,2025-08-02,12:28:37,21621.622,2378.378,24000,SHOP002AUG2500051,Matcha Latte (Hot),1,BCA,0
SHOP001,2025-08-02,12:36:58,27027.027,2972.973,30000,SHOP001AUG2500127,Friendly Coffee (Gedhe),1,BCA,0
SHOP002,2025-08-02,12:39:34,21621.622,2378.378,24000,SHOP002AUG2500052,Forbidden Berry,1,BCA,0
SHOP001,2025-08-02,12:50:38,19819.82,2180.18,22000,SHOP001AUG2500128,Cappuccino (Ice Arabica),1,BCA,0
SHOP003,2025-08-02,12:59:32,24324.324,2675.676,27000,SHOP003AUG2500096,"Extra Shot (Houseblend), Thai Tea",2,BCA,0
SHOP002,2025-08-02,13:20:32,20720.721,2279.279,23000,SHOP002AUG2500053,Black Rice (Ice),1,Cash,0
SHOP003,2025-08-02,13:25:51,27027.027,2972.973,30000,SHOP003AUG2500097,"Apple Pie Latte, Extra Shot (Houseblend)",2,BCA,0
SHOP003,2025-08-02,13:26:49,10810.811,1189.189,12000,SHOP003AUG2500098,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-02,13:27:25,18918.919,2081.081,21000,SHOP001AUG2500129,Lemon Tea (Ice),1,BCA,0
SHOP001,2025-08-02,13:30:59,27027.027,2972.973,30000,SHOP001AUG2500130,Vanilla Latte (Gedhe),1,Cash,0
SHOP001,2025-08-02,13:31:01,18018.018,1981.982,20000,SHOP001AUG2500131,Americano (Hot Arabica),1,Cash,0
SHOP001,2025-08-02,13:32:47,18018.018,1981.982,20000,SHOP001AUG2500132,BLACK,1,Cash,0
SHOP002,2025-08-02,13:34:28,9009.009,990.991,10000,SHOP002AUG2500054,Donat Polos,1,Cash,0
SHOP001,2025-08-02,13:36:41,39639.64,4360.36,44000,SHOP001AUG2500133,"BLACK, Creamy Klepon",2,BCA,0
SHOP003,2025-08-02,13:37:57,27027.027,2972.973,30000,SHOP003AUG2500099,WHITE,1,BCA,0
SHOP002,2025-08-02,13:40:20,5405.405,594.595,6000,SHOP002AUG2500055,Extra Shot (Houseblend),1,BCA,0
SHOP003,2025-08-02,13:44:02,21621.622,2378.378,24000,SHOP003AUG2500100,Biru,1,BCA,0
SHOP001,2025-08-02,13:49:37,20720.721,2279.279,23000,SHOP001AUG2500134,Basic Latte (Hot Arabica),1,BCA,0
SHOP001,2025-08-02,13:50:15,19819.82,2180.18,22000,SHOP001AUG2500135,Cappuccino (Ice Arabica),1,Cash,0
SHOP001,2025-08-02,13:51:05,27027.027,2972.973,30000,SHOP001AUG2500136,Butterscotch Latte (Gedhe),1,Cash,0
SHOP001,2025-08-02,13:57:18,10810.811,1189.189,12000,SHOP001AUG2500137,Espresso Houseblend (On The Rock),1,BCA,0
SHOP001,2025-08-02,14:01:14,20720.721,2279.279,23000,SHOP001AUG2500138,Basic Latte (Ice Arabica),1,BCA,0
SHOP001,2025-08-02,14:08:22,20720.721,2279.279,23000,SHOP001AUG2500139,Basic Latte (Hot Arabica),1,BCA,0
SHOP001,2025-08-02,14:13:11,24324.324,2675.676,27000,SHOP001AUG2500140,"Cappuccino (Ice Arabica), Air Mineral",2,BCA,0
SHOP003,2025-08-02,14:25:41,18918.919,2081.081,21000,SHOP003AUG2500101,Red Apple,1,BCA,0
SHOP003,2025-08-02,14:27:55,27027.027,2972.973,30000,SHOP003AUG2500102,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP002,2025-08-02,14:28:47,20720.721,2279.279,23000,SHOP002AUG2500056,Basic Latte (Hot Arabica),1,BCA,0
SHOP001,2025-08-02,14:33:10,18018.018,1981.982,20000,SHOP001AUG2500141,BLACK (Houseblend),1,Cash,0
SHOP001,2025-08-02,14:34:33,20720.721,2279.279,23000,SHOP001AUG2500142,Sunset,1,BCA,0
SHOP003,2025-08-02,14:37:32,18018.018,1981.982,20000,SHOP003AUG2500103,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-02,14:40:39,22522.523,2477.477,25000,SHOP001AUG2500143,Chocolate (Hot),1,BCA,0
SHOP003,2025-08-02,14:41:26,27027.027,2972.973,30000,SHOP003AUG2500104,Friendly Coffee (Gedhe),1,BCA,0
SHOP002,2025-08-02,14:52:51,27027.027,2972.973,30000,SHOP002AUG2500057,Vanilla Latte (Gedhe),1,BCA,0
SHOP003,2025-08-02,14:55:07,19819.82,2180.18,22000,SHOP003AUG2500105,Cappuccino (Ice Houseblend),1,BCA,0
SHOP001,2025-08-02,14:57:22,20720.721,2279.279,23000,SHOP001AUG2500144,Candy Latte,1,BCA,0
SHOP001,2025-08-02,15:01:48,10810.811,1189.189,12000,SHOP001AUG2500145,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-02,15:04:27,27027.027,2972.973,30000,SHOP001AUG2500146,Happy Moca (Ice),1,BCA,0
SHOP003,2025-08-02,15:07:09,18018.018,1981.982,20000,SHOP003AUG2500106,Chamomile,1,BCA,0
SHOP001,2025-08-02,15:08:11,21621.622,2378.378,24000,SHOP001AUG2500147,Not Tiramisu Latte,1,BCA,0
SHOP003,2025-08-02,15:11:21,27027.027,2972.973,30000,SHOP003AUG2500107,Creamy Chocolate Cake,1,BCA,0
SHOP001,2025-08-02,15:16:01,36936.937,4063.063,41000,SHOP001AUG2500148,"Americano (Hot Houseblend), Green Apple",2,BCA,0
SHOP001,2025-08-02,15:20:18,20720.721,2279.279,23000,SHOP001AUG2500149,Basic Latte (Ice Houseblend),1,BCA,0
SHOP001,2025-08-02,15:20:49,9009.009,990.991,10000,SHOP001AUG2500150,Susu Oat,1,BCA,0
SHOP002,2025-08-02,15:21:30,27027.027,2972.973,30000,SHOP002AUG2500058,Matchapresso (Gedhe),1,BCA,0
SHOP001,2025-08-02,15:23:13,42342.342,4657.658,47000,SHOP001AUG2500151,"Butterscotch, Forbidden Berry",2,BCA,0
SHOP003,2025-08-02,15:27:56,45945.946,5054.054,51000,SHOP003AUG2500108,"WHITE (Houseblend), Lemon Tea (Hot)",2,BCA,0
SHOP001,2025-08-02,15:30:42,20720.721,2279.279,23000,SHOP001AUG2500152,Friendly Coffee (Hot double shot),1,BCA,0
SHOP002,2025-08-02,15:31:20,21621.622,2378.378,24000,SHOP002AUG2500059,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-08-02,15:36:55,18018.018,1981.982,20000,SHOP001AUG2500153,Americano (Ice Houesblend),1,BCA,0
SHOP002,2025-08-02,15:47:52,36036.036,3963.964,40000,SHOP002AUG2500060,"Americano (Ice Houesblend), BLACK",2,BCA,0
SHOP002,2025-08-02,15:57:44,16216.216,1783.784,18000,SHOP002AUG2500061,Soft Tea,1,BCA,0
SHOP001,2025-08-02,16:13:14,27027.027,2972.973,30000,SHOP001AUG2500154,Biru (Gedhe),1,Cash,0
SHOP003,2025-08-02,16:14:02,27027.027,2972.973,30000,SHOP003AUG2500109,Friendly Coffee (Gedhe),1,BCA,0
SHOP001,2025-08-02,16:27:56,18918.919,2081.081,21000,SHOP001AUG2500155,Green Thai Tea,1,Cash,0
SHOP002,2025-08-02,16:29:59,27027.027,2972.973,30000,SHOP002AUG2500062,Creamy Chocolate Cake,1,BCA,0
SHOP003,2025-08-02,16:32:23,16216.216,1783.784,18000,SHOP003AUG2500110,Soft Tea,1,BCA,0
SHOP003,2025-08-02,16:34:15,40540.541,4459.459,45000,SHOP003AUG2500111,"Matcha Latte (Ice), Thai Tea",2,Cash,0
SHOP001,2025-08-02,16:39:08,19819.82,2180.18,22000,SHOP001AUG2500156,Jus Semangka,1,BCA,0
SHOP001,2025-08-02,16:42:57,10810.811,1189.189,12000,SHOP001AUG2500157,Banana Bread (Original),1,BCA,0
SHOP002,2025-08-02,16:48:51,0.0,0.0,0,SHOP002AUG2500063,Cappuccino (Ice Houseblend),1,Cash,1
SHOP003,2025-08-02,16:57:25,20720.721,2279.279,23000,SHOP003AUG2500112,Friendly Coffee (Ice double shot),1,BCA,0
SHOP002,2025-08-02,16:57:44,10810.811,1189.189,12000,SHOP002AUG2500064,Espresso Houseblend (On The Rock),1,Cash,0
SHOP001,2025-08-02,17:00:13,48648.649,5351.351,54000,SHOP001AUG2500158,"Matcha Latte (Ice), Candy Latte (Gedhe)",2,BCA,0
SHOP001,2025-08-02,17:11:24,21621.622,2378.378,24000,SHOP001AUG2500159,Cold Brew,1,Cash,0
SHOP002,2025-08-02,17:11:24,21621.622,2378.378,24000,SHOP002AUG2500065,Sitrus Cafe,1,Cash,0
SHOP003,2025-08-02,17:16:08,20720.721,2279.279,23000,SHOP003AUG2500113,Friendly Coffee (Hot),1,BCA,0
SHOP001,2025-08-02,17:19:01,20720.721,2279.279,23000,SHOP001AUG2500160,Friendly Coffee (Hot double shot),1,BCA,0
SHOP003,2025-08-02,17:21:41,0.0,0.0,0,SHOP003AUG2500114,Cappuccino (Hot Arabica),1,Cash,1
SHOP003,2025-08-02,17:22:44,10810.811,1189.189,12000,SHOP003AUG2500115,Banana Bread (Chocolate),1,BCA,0
SHOP001,2025-08-02,17:32:32,20720.721,2279.279,23000,SHOP001AUG2500161,Basic Latte (Ice Arabica),1,BCA,0
SHOP003,2025-08-02,17:53:02,9009.009,990.991,10000,SHOP003AUG2500116,Donat Polos,1,BCA,0
SHOP002,2025-08-02,18:05:58,27027.027,2972.973,30000,SHOP002AUG2500066,WHITE (Arabica),1,BCA,0
SHOP001,2025-08-02,18:09:08,16216.216,1783.784,18000,SHOP001AUG2500162,Soft Tea,1,BCA,0
SHOP002,2025-08-02,18:14:34,22522.523,2477.477,25000,SHOP002AUG2500067,Chocolate (Ice),1,Cash,0
SHOP003,2025-08-02,18:16:55,25225.225,2774.775,28000,SHOP003AUG2500117,Croffle,1,BCA,0
SHOP001,2025-08-02,18:17:29,27027.027,2972.973,30000,SHOP001AUG2500163,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,18:24:00,18018.018,1981.982,20000,SHOP001AUG2500164,Americano (Hot Arabica),1,BCA,0
SHOP003,2025-08-02,18:34:24,18018.018,1981.982,20000,SHOP003AUG2500118,BLACK (Houseblend),1,Cash,0
SHOP001,2025-08-02,18:34:26,20720.721,2279.279,23000,SHOP001AUG2500165,Candy Latte,1,BCA,0
SHOP001,2025-08-02,18:38:31,47747.748,5252.252,53000,SHOP001AUG2500166,"Creamy Chocolate Cake, Sunset",2,BCA,0
SHOP002,2025-08-02,18:38:44,21621.622,2378.378,24000,SHOP002AUG2500068,Forbidden Berry,1,BCA,0
SHOP003,2025-08-02,18:53:48,27027.027,2972.973,30000,SHOP003AUG2500119,WHITE (Arabica),1,Cash,0
SHOP003,2025-08-02,18:56:18,18018.018,1981.982,20000,SHOP003AUG2500120,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-02,18:59:13,27027.027,2972.973,30000,SHOP001AUG2500167,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,19:04:35,34234.234,3765.766,38000,SHOP001AUG2500168,"Friendly Coffee (Ice), Nostaltea",2,BCA,0
SHOP003,2025-08-02,19:09:09,18918.919,2081.081,21000,SHOP003AUG2500121,Thai Tea,1,GoFood,0
SHOP003,2025-08-02,19:17:00,18018.018,1981.982,20000,SHOP003AUG2500122,BLACK (Houseblend),1,BCA,0
SHOP002,2025-08-02,19:17:53,20720.721,2279.279,23000,SHOP002AUG2500069,Red Liquid,1,BCA,0
SHOP002,2025-08-02,19:18:34,20720.721,2279.279,23000,SHOP002AUG2500070,Basic Latte (Ice Houseblend),1,BCA,0
SHOP003,2025-08-02,19:18:46,27027.027,2972.973,30000,SHOP003AUG2500123,Matcha Latte (Gedhe),1,Cash,0
SHOP003,2025-08-02,19:20:32,27027.027,2972.973,30000,SHOP003AUG2500124,Hazelnut Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,19:22:09,20720.721,2279.279,23000,SHOP001AUG2500169,Butterscotch,1,Cash,0
SHOP003,2025-08-02,19:34:00,18918.919,2081.081,21000,SHOP003AUG2500125,Thai Tea,1,BCA,0
SHOP003,2025-08-02,19:35:00,20720.721,2279.279,23000,SHOP003AUG2500126,Sunset,1,BCA,0
SHOP003,2025-08-02,19:35:35,3603.604,396.396,4000,SHOP003AUG2500127,Upgrade Beans (Arabica),1,BCA,0
SHOP002,2025-08-02,19:43:54,0.0,0.0,0,SHOP002AUG2500071,Chocolate (Hot),1,Cash,1
SHOP001,2025-08-02,19:45:33,18018.018,1981.982,20000,SHOP001AUG2500170,BLACK (Arabica),1,BCA,0
SHOP003,2025-08-02,19:46:14,18918.919,2081.081,21000,SHOP003AUG2500128,Jasmine (Hot),1,BCA,0
SHOP001,2025-08-02,19:51:08,19819.82,2180.18,22000,SHOP001AUG2500171,Cappuccino (Ice Arabica),1,Cash,0
SHOP001,2025-08-02,19:55:03,22522.523,2477.477,25000,SHOP001AUG2500172,Chocolate (Ice),1,Cash,0
SHOP001,2025-08-02,19:58:24,19819.82,2180.18,22000,SHOP001AUG2500173,Jus Semangka,1,Cash,0
SHOP001,2025-08-02,20:01:09,19819.82,2180.18,22000,SHOP001AUG2500174,Cappuccino (Hot Houseblend),1,BCA,0
SHOP001,2025-08-02,20:01:33,10810.811,1189.189,12000,SHOP001AUG2500175,Gula Gula,1,BCA,0
SHOP002,2025-08-02,20:08:05,22522.523,2477.477,25000,SHOP002AUG2500072,Matchapresso,1,BCA,0
SHOP001,2025-08-02,20:10:22,47747.748,5252.252,53000,SHOP001AUG2500176,"Butterscotch, Hazelnut Latte (Gedhe)",2,Cash,0
SHOP001,2025-08-02,20:19:23,27027.027,2972.973,30000,SHOP001AUG2500177,Chocolate (Gedhe),1,Cash,0
SHOP001,2025-08-02,20:22:20,21621.622,2378.378,24000,SHOP001AUG2500178,Not Tiramisu Latte,1,BCA,0
SHOP002,2025-08-02,20:23:34,27027.027,2972.973,30000,SHOP002AUG2500073,"Sitrus Cafe, Extra Shot (Houseblend)",2,Cash,0
SHOP001,2025-08-02,20:26:59,31531.532,3468.468,35000,SHOP001AUG2500179,"Chocolate (Hot), Donat Polos",2,BCA,0
SHOP003,2025-08-02,20:28:05,19819.82,2180.18,22000,SHOP003AUG2500129,Cappuccino (Ice Arabica),1,Cash,0
SHOP003,2025-08-02,20:38:04,19819.82,2180.18,22000,SHOP003AUG2500130,Jus Semangka,1,BCA,0
SHOP003,2025-08-02,20:41:55,3603.604,396.396,4000,SHOP003AUG2500131,Upgrade Beans (Arabica),1,BCA,0
SHOP003,2025-08-02,20:42:36,20720.721,2279.279,23000,SHOP003AUG2500132,Basic Latte (Hot Arabica),1,BCA,0
SHOP001,2025-08-02,20:49:36,42342.342,4657.658,47000,SHOP001AUG2500180,"Matcha Latte (Ice), Moody",2,Cash,0
SHOP003,2025-08-02,20:56:13,18018.018,1981.982,20000,SHOP003AUG2500133,BLACK,1,BCA,0
SHOP003,2025-08-02,21:05:29,38738.739,4261.261,43000,SHOP003AUG2500134,"Americano (Hot Arabica), Red Liquid",2,BCA,0
SHOP002,2025-08-02,21:06:08,3603.604,396.396,4000,SHOP002AUG2500074,Upgrade Beans (Arabica),1,BCA,0
SHOP002,2025-08-02,21:08:04,27027.027,2972.973,30000,SHOP002AUG2500075,Matcha Latte (Gedhe),1,BCA,0
SHOP001,2025-08-02,21:10:03,18018.018,1981.982,20000,SHOP001AUG2500181,BLACK (Arabica),1,BCA,0
SHOP001,2025-08-02,21:10:40,21621.622,2378.378,24000,SHOP001AUG2500182,Berry Cake,1,BCA,0
SHOP003,2025-08-02,21:12:39,27027.027,2972.973,30000,SHOP003AUG2500135,Butterscotch Latte (Gedhe),1,Cash,0
SHOP002,2025-08-02,21:12:44,6306.306,693.694,7000,SHOP002AUG2500076,Extra Shot (Arabica),1,BCA,0
SHOP001,2025-08-02,21:21:35,10810.811,1189.189,12000,SHOP001AUG2500183,Banana Bread (Original),1,Cash,0
SHOP003,2025-08-02,21:23:40,18018.018,1981.982,20000,SHOP003AUG2500136,BLACK (Arabica),1,BCA,0
SHOP003,2025-08-02,21:23:52,18018.018,1981.982,20000,SHOP003AUG2500137,Americano (Ice Houesblend),1,BCA,0
SHOP002,2025-08-02,21:28:20,21621.622,2378.378,24000,SHOP002AUG2500077,Berry Cake,1,BCA,0
SHOP001,2025-08-02,21:32:59,32432.432,3567.568,36000,SHOP001AUG2500184,"Espresso Arabica (Basic Espresso), Apple Pie Latte",2,BCA,0
SHOP001,2025-08-02,21:37:10,24324.324,2675.676,27000,SHOP001AUG2500185,"Nostaltea, Espresso Arabica (Basic Espresso)",2,BCA,0
SHOP003,2025-08-02,21:41:10,20720.721,2279.279,23000,SHOP003AUG2500138,Red Liquid,1,BCA,0
SHOP001,2025-08-02,21:42:52,19819.82,2180.18,22000,SHOP001AUG2500186,Cappuccino (Hot Arabica),1,BCA,0
SHOP001,2025-08-02,21:43:03,20720.721,2279.279,23000,SHOP001AUG2500187,Friendly Coffee (Ice),1,Cash,0
SHOP003,2025-08-02,21:50:21,20720.721,2279.279,23000,SHOP003AUG2500139,Red Liquid,1,Cash,0
SHOP001,2025-08-02,21:53:49,0.0,0.0,0,SHOP001AUG2500188,Creamy Klepon,1,Cash,1
SHOP001,2025-08-02,21:54:40,20720.721,2279.279,23000,SHOP001AUG2500189,Basic Latte (Hot Arabica),1,BCA,0
SHOP002,2025-08-02,22:07:51,20720.721,2279.279,23000,SHOP002AUG2500078,Friendly Coffee (Ice),1,BCA,0
SHOP003,2025-08-02,22:15:39,9009.009,990.991,10000,SHOP003AUG2500140,Susu Oat,1,BCA,0
SHOP003,2025-08-02,22:18:19,10810.811,1189.189,12000,SHOP003AUG2500141,Espresso Arabica (On The Rock),1,BCA,0
SHOP003,2025-08-02,22:19:46,20720.721,2279.279,23000,SHOP003AUG2500142,Black Rice (Ice),1,Cash,0
SHOP002,2025-08-02,22:21:17,21621.622,2378.378,24000,SHOP002AUG2500079,Biru,1,BCA,0
SHOP001,2025-08-02,22:23:42,19819.82,2180.18,22000,SHOP001AUG2500190,Pisang Coklat,1,BCA,0
SHOP003,2025-08-02,22:33:13,35135.135,3864.865,39000,SHOP003AUG2500143,"Apple Pie Latte, Nostaltea",2,BCA,0
SHOP001,2025-08-02,22:35:47,20720.721,2279.279,23000,SHOP001AUG2500191,Basic Latte (Hot Houseblend),1,BCA,0
SHOP003,2025-08-02,22:38:11,0.0,0.0,0,SHOP003AUG2500144,Cappuccino (Hot Arabica),1,Cash,1
SHOP001,2025-08-02,22:41:19,20720.721,2279.279,23000,SHOP001AUG2500192,Black Rice (Ice),1,Cash,0
SHOP001,2025-08-02,22:42:10,27027.027,2972.973,30000,SHOP001AUG2500193,Hazelnut Latte (Gedhe),1,Cash,0
SHOP003,2025-08-02,22:45:16,20720.721,2279.279,23000,SHOP003AUG2500145,Black Rice (Ice),1,BCA,0
SHOP003,2025-08-02,22:52:45,47747.748,5252.252,53000,SHOP003AUG2500146,"Happy Moca (Hot), Basic Latte (Hot Arabica)",2,BCA,0
SHOP003,2025-08-02,22:54:22,25225.225,2774.775,28000,SHOP003AUG2500147,Croffle,1,BCA,0
SHOP002,2025-08-03,07:00:58,18018.018,1981.982,20000,SHOP002AUG2500080,Lemons,1,BCA,0
SHOP001,2025-08-03,07:18:36,27027.027,2972.973,30000,SHOP001AUG2500194,WHITE (Arabica),1,Cash,0
SHOP001,2025-08-03,07:19:35,39639.64,4360.36,44000,SHOP001AUG2500195,"Friendly Coffee (Ice), Lemon Tea (Hot)",2,BCA,0
SHOP002,2025-08-03,07:20:22,10810.811,1189.189,12000,SHOP002AUG2500081,Banana Bread (Original),1,Cash,0
SHOP001,2025-08-03,07:38:40,20720.721,2279.279,23000,SHOP001AUG2500196,Butterscotch,1,Cash,0
SHOP002,2025-08-03,07:40:10,27027.027,2972.973,30000,SHOP002AUG2500082,Happy Moca (Hot),1,Cash,0
SHOP002,2025-08-03,07:41:25,20720.721,2279.279,23000,SHOP002AUG2500083,Vanilla Latte,1,BCA,0
SHOP001,2025-08-03,07:44:16,38738.739,4261.261,43000,SHOP001AUG2500197,"Sunset, Americano (Hot Houseblend)",2,BCA,0
